,id,pop
2156,39155,205175
2157,39157,92788
2158,39159,53776
2159,39161,28462
2160,39163,13234
2161,39165,221659
2162,39167,61213
2163,39169,115537
2164,39171,37291
2165,39173,129590
2166,39175,22353
2168,40001,22186
2169,40003,5790
2170,40005,13796
2171,40007,5486
2172,40009,23691
2173,40011,9917
2174,40013,44486
2175,40015,29317
2176,40017,129582
2177,40019,48821
2178,40021,48341
2179,40023,15161
2180,40025,2294
2181,40027,269908
2182,40029,5807
2183,40031,125033
2184,40033,6150
2185,40035,14582
2186,40037,70632
2187,40039,29500
2188,40041,41446
2189,40043,4914
2190,40045,4150
2191,40047,63091
2192,40049,27561
2193,40051,53854
2194,40053,4501
2195,40055,6151
2196,40057,2798
2197,40059,3812
2198,40061,12896
2199,40063,13806
2200,40065,25998
2201,40067,6292
2202,40069,11103
2203,40071,45478
2204,40073,15532
2205,40075,9336
2206,40077,10693
2207,40079,49761
2208,40081,34619
2209,40083,45276
2210,40085,9773
2211,40087,37313
2212,40089,33050
2213,40091,20088
2214,40093,7750
2215,40095,16182
2216,40097,40816
2217,40099,13803
2218,40101,69966
2219,40103,11494
2220,40105,10524
2221,40107,12186
2222,40109,766215
2223,40111,39095
2224,40113,47981
2225,40115,32105
2226,40117,16401
2227,40119,80264
2228,40121,44626
2229,40123,38005
2230,40125,71811
2231,40127,11125
2232,40129,3761
2233,40131,89815
2234,40133,25421
2235,40135,41358
2236,40137,44493
2237,40139,21853
2238,40141,7628
2239,40143,629598
2240,40145,75702
2241,40147,51937
2242,40149,11547
2243,40151,9288
2244,40153,21529
2246,41001,16059
2247,41003,86316
2248,41005,394972
2249,41007,37474
2250,41009,49459
2251,41011,62475
2252,41013,20998
2253,41015,22335
2254,41017,170388
2255,41019,106972
2256,41021,1932
2257,41023,7180
2258,41025,7126
2259,41027,22885
2260,41029,210287
2261,41031,22192
2262,41033,83599
2263,41035,65455
2264,41037,7838
2265,41039,358337
2266,41041,46406
2267,41043,119356
2268,41045,30359
2269,41047,326110
2270,41049,11187
2271,41051,776712
2272,41053,77916
2273,41055,1710
2274,41057,25342
2275,41059,76705
2276,41061,25691
2277,41063,6820
2278,41065,25515
2279,41067,562998
2280,41069,1375
2281,41071,101758
2283,42001,101714
2284,42003,1231255
2285,42005,67785
2286,42007,169392
2287,42009,48946
2288,42011,413691
2289,42013,125955
2290,42015,61784
2291,42017,626685
2292,42019,185943
2293,42021,137732
2294,42023,4805
2295,42025,64441
2296,42027,158742
2297,42029,512784
2298,42031,38821
2299,42033,81191
2300,42035,39745
2301,42037,67122
2302,42039,87175
2303,42041,243762
2304,42043,271453
2305,42045,562960
2306,42047,31194
2307,42049,278443
2308,42051,134086
2309,42053,7518
2310,42055,152892
2311,42057,14632
2312,42059,37843
2313,42061,45750
2314,42063,87706
2315,42065,44638
2316,42067,24796
2317,42069,212719
2318,42071,533320
2319,42073,88771
2320,42075,136359
2321,42077,357823
2322,42079,318829
2323,42081,116508
2324,42083,42554
2325,42085,114884
2326,42087,46552
2327,42089,166314
2328,42091,816857
2329,42093,18641
2330,42095,300654
2331,42097,93944
2332,42099,45634
2333,42101,1560297
2334,42103,56191
2335,42105,17206
2336,42107,145797
2337,42109,40323
2338,42111,76218
2339,42113,6339
2340,42115,41920
2341,42117,42274
2342,42119,44874
2343,42121,53529
2344,42123,40703
2345,42125,208187
2346,42127,51401
2347,42129,359320
2348,42131,28131
2349,42133,440755
2351,44001,49060
2352,44003,165128
2353,44005,82358
2354,44007,631974
2355,44009,126653
2357,45001,24965
2358,45003,164753
2359,45005,9695
2360,45007,192810
2361,45009,15182
2362,45011,21959
2363,45013,175852
2364,45015,198205
2365,45017,14878
2366,45019,381015
2367,45021,56024
2368,45023,32337
2369,45025,46125
2370,45027,34113
2371,45029,37771
2372,45031,67799
2373,45033,31127
2374,45035,148469
2375,45037,26553
2376,45039,22976
2377,45041,139231
2378,45043,60773
2379,45045,482752
2380,45047,69520
2381,45049,20405
2382,45051,298832
2383,45053,27170
2384,45055,63161
2385,45057,83160
2386,45059,66533
2387,45061,18343
2388,45063,277888
2389,45065,9846
2390,45067,31933
2391,45069,27924
2392,45071,37783
2393,45073,75192
2394,45075,90090
2395,45077,120368
2396,45079,401566
2397,45081,20026
2398,45083,293542
2399,45085,107919
2400,45087,27876
2401,45089,32695
2402,45091,245346
2404,46003,2745
2405,46005,18169
2406,46007,3430
2407,46009,7023
2408,46011,33314
2409,46013,38408
2410,46015,5309
2411,46017,2077
2412,46019,10298
2413,46021,1386
2414,46023,9287
2415,46025,3645
2416,46027,13932
2417,46029,27938
2418,46031,4182
2419,46033,8445
2420,46035,19885
2421,46037,5588
2422,46039,4312
2423,46041,5662
2424,46043,2973
2425,46045,3983
2426,46047,6845
2427,46049,2357
2428,46051,7241
2429,46053,4217
2430,46055,1847
2431,46057,5989
2432,46059,3345
2433,46061,3419
2434,46063,1250
2435,46065,17642
2436,46067,7200
2437,46069,1396
2438,46071,3274
2439,46073,2007
2440,46075,975
2441,46077,5075
2442,46079,12368
2443,46081,24657
2444,46083,51548
2445,46085,3877
2446,46087,5649
2447,46089,2429
2448,46091,4683
2449,46093,26951
2450,46095,2100
2451,46097,2316
2452,46099,182882
2453,46101,6367
2454,46103,108242
2455,46105,3033
2456,46107,2340
2457,46109,10374
2458,46111,2336
2459,46113,14218
2460,46115,6598
2461,46117,2983
2462,46119,1438
2463,46121,9882
2464,46123,5512
2465,46125,8272
2466,46127,15029
2467,46129,5511
2468,46135,22684
2469,46137,2826
2471,47001,75528
2472,47003,46627
2473,47005,16145
2474,47007,13931
2475,47009,126339
2476,47011,102975
2477,47013,39918
2478,47015,13757
2479,47017,28370
2480,47019,56886
2481,47021,39764
2482,47023,17379
2483,47025,31592
2484,47027,7765
2485,47029,35374
2486,47031,53623
2487,47033,14668
2488,47035,57985
2489,47037,668347
2490,47039,11666
2491,47041,19268
2492,47043,50575
2493,47045,37935
2494,47047,39011
2495,47049,17855
2496,47051,41402
2497,47053,49472
2498,47055,28853
2499,47057,22864
2500,47059,68335
2501,47061,13425
2502,47063,63036
2503,47065,351220
2504,47067,6657
2505,47069,25965
2506,47071,25870
2507,47073,56735
2508,47075,18185
2509,47077,28009
2510,47079,32204
2511,47081,24384
2512,47083,8267
2513,47085,18135
2514,47087,11568
2515,47089,52677
2516,47091,17859
2517,47093,448644
2518,47095,7631
2519,47097,27382
2520,47099,42274
2521,47101,11906
2522,47103,33637
2523,47105,50771
2524,47107,52626
2525,47109,26267
2526,47111,23003
2527,47113,98178
2528,47115,28407
2529,47117,31269
2530,47119,85515
2531,47121,11701
2532,47123,45233
2533,47125,189961
2534,47127,6319
2535,47129,21660
2536,47131,30941
2537,47133,22028
2538,47135,7822
2539,47137,5124
2540,47139,16730
2541,47141,74165
2542,47143,32641
2543,47145,52748
2544,47147,68079
2545,47149,288906
2546,47151,21987
2547,47153,14704
2548,47155,95110
2549,47157,938803
2550,47159,19009
2551,47161,13279
2552,47163,157047
2553,47165,172706
2554,47167,61623
2555,47169,8002
2556,47171,17963
2557,47173,19113
2558,47175,5633
2559,47177,39969
2560,47179,126242
2561,47181,16913
2562,47183,34373
2563,47185,26301
2564,47187,205226
2565,47189,125376
2567,48001,57627
2568,48003,17477
2569,48005,87750
2570,48007,24972
2571,48009,8811
2572,48011,1955
2573,48013,47774
2574,48015,29114
2575,48017,6910
2576,48019,20892
2577,48021,78069
2578,48023,3592
2579,48025,32863
2580,48027,329140
2581,48029,1855866
2582,48031,10812
2583,48033,652
2584,48035,17780
2585,48037,93275
2586,48039,338124
2587,48041,209152
2588,48043,9173
2589,48045,1536
2590,48047,7194
2591,48049,37653
2592,48051,17253
2593,48053,44943
2594,48055,39810
2595,48057,21797
2596,48059,13513
2597,48061,420392
2598,48063,12621
2599,48065,6013
2600,48067,30261
2601,48069,7781
2602,48071,38145
2603,48073,50902
2604,48075,7089
2605,48077,10370
2606,48079,2935
2607,48081,3254
2608,48083,8430
2609,48085,885241
2610,48087,3017
2611,48089,20719
2612,48091,123694
2613,48093,13550
2614,48095,4050
2615,48097,38761
2616,48099,75562
2617,48101,1415
2618,48103,4950
2619,48105,3812
2620,48107,5899
2621,48109,2266
2622,48111,7135
2623,48113,2518638
2624,48115,13372
2625,48117,19195
2626,48119,5238
2627,48121,753363
2628,48123,20684
2629,48125,2218
2630,48127,11089
2631,48129,3543
2632,48131,11533
2633,48133,18176
2634,48135,153904
2635,48137,1879
2636,48139,159317
2637,48141,833487
2638,48143,40147
2639,48145,16989
2640,48147,33752
2641,48149,24833
2642,48151,3831
2643,48153,5949
2644,48155,1275
2645,48157,685345
2646,48159,10600
2647,48161,19762
2648,48163,18531
2649,48165,19425
2650,48167,314198
2651,48169,6435
2652,48171,25520
2653,48173,1291
2654,48175,7549
2655,48177,20462
2656,48179,23044
2657,48181,123534
2658,48183,123204
2659,48185,27172
2660,48187,147250
2661,48189,34720
2662,48191,3147
2663,48193,8199
2664,48195,5509
2665,48197,3928
2666,48199,55621
2667,48201,4441370
2668,48203,67336
2669,48205,6089
2670,48207,5769
2671,48209,185025
2672,48211,4180
2673,48213,79290
2674,48215,831073
2675,48217,34848
2676,48219,23577
2677,48221,53921
2678,48223,35921
2679,48225,22741
2680,48227,36651
2681,48229,3211
2682,48231,88493
2683,48233,21773
2684,48235,1574
2685,48237,8855
2686,48239,14739
2687,48241,35552
2688,48243,2204
2689,48245,252235
2690,48247,5255
2691,48249,41353
2692,48251,157456
2693,48253,19936
2694,48255,14906
2695,48257,111236
2696,48259,38880
2697,48261,400
2698,48263,785
2699,48265,50562
2700,48267,4438
2701,48269,262
2702,48271,3526
2703,48273,32190
2704,48275,3858
2705,48277,49523
2706,48279,13574
2707,48281,20156
2708,48283,7474
2709,48285,19721
2710,48287,16742
2711,48289,16861
2712,48291,78117
2713,48293,23524
2714,48295,3553
2715,48297,12091
2716,48299,19510
2717,48301,86
2718,48303,293974
2719,48305,5771
2720,48307,8199
2721,48309,243441
2722,48311,805
2723,48313,13861
2724,48315,10149
2725,48317,5460
2726,48319,4071
2727,48321,36519
2728,48323,57023
2729,48325,47894
2730,48327,2147
2731,48329,155830
2732,48331,24256
2733,48333,4870
2734,48335,9076
2735,48337,19416
2736,48339,518947
2737,48341,22148
2738,48343,12743
2739,48345,1153
2740,48347,65301
2741,48349,48195
2742,48351,14138
2743,48353,15093
2744,48355,356221
2745,48357,10758
2746,48359,2070
2747,48361,83433
2748,48363,28096
2749,48365,23769
2750,48367,123164
2751,48369,9908
2752,48371,15893
2753,48373,46079
2754,48375,121627
2755,48377,6976
2756,48379,11032
2757,48381,128220
2758,48383,3755
2759,48385,3371
2760,48387,12446
2761,48389,14349
2762,48391,7302
2763,48393,928
2764,48395,16500
2765,48397,87809
2766,48399,10416
2767,48401,53923
2768,48403,10350
2769,48405,8610
2770,48407,27099
2771,48409,66915
2772,48411,5622
2773,48413,3162
2774,48415,17328
2775,48417,3343
2776,48419,25515
2777,48421,3084
2778,48423,218842
2779,48425,8694
2780,48427,62955
2781,48429,9405
2782,48431,1339
2783,48433,1403
2784,48435,3972
2785,48437,7581
2786,48439,1945360
2787,48441,135143
2788,48443,927
2789,48445,12739
2790,48447,1608
2791,48449,32506
2792,48451,116608
2793,48453,1151145
2794,48455,14224
2795,48457,21418
2796,48459,40354
2797,48461,3454
2798,48463,27117
2799,48465,48974
2800,48467,52910
2801,48469,91081
2802,48471,69789
2803,48473,46820
2804,48475,11625
2805,48477,34438
2806,48479,266673
2807,48481,41168
2808,48483,5714
2809,48485,132355
2810,48487,12973
2811,48489,21903
2812,48491,489250
2813,48493,46402
2814,48495,7821
2815,48497,61638
2816,48499,42852
2817,48501,8286
2818,48503,18350
2819,48505,14319
2820,48507,12267
2822,49001,6461
2823,49003,51518
2824,49005,118343
2825,49007,20660
2826,49009,1117
2827,49011,329692
2828,49013,20380
2829,49015,10631
2830,49017,5024
2831,49019,9429
2832,49021,47269
2833,49023,10486
2834,49025,7254
2835,49027,12606
2836,49029,10608
2837,49031,1484
2838,49033,2293
2839,49035,1091742
2840,49037,15251
2841,49039,28477
2842,49041,20773
2843,49043,39105
2844,49045,61598
2845,49047,36867
2846,49049,560974
2847,49051,27714
2848,49053,151948
2849,49055,2723
2850,49057,240475
2852,50001,37009
2853,50003,36445
2854,50005,30981
2855,50007,160531
2856,50009,6125
2857,50011,48642
2858,50013,6994
2859,50015,25082
2860,50017,28859
2861,50019,27082
2862,50021,60086
2863,50023,58998
2864,50025,43714
2865,50027,56014
2867,51001,33021
2868,51003,104489
2869,51005,15820
2870,51007,12855
2871,51009,32041
2872,51011,15279
2873,51013,226908
2874,51015,73862
2875,51017,4563
2876,51019,76583
2877,51021,6625
2878,51023,33100
2879,51025,16498
2880,51027,23106
2881,51029,16913
2882,51031,54885
2883,51033,29778
2884,51035,29621
2885,51036,7023
2886,51037,12225
2887,51041,332499
2888,51043,14423
2889,51045,5234
2890,51047,49166
2891,51049,9827
2892,51051,15308
2893,51053,27859
2894,51057,11103
2895,51059,1137538
2896,51061,68248
2897,51063,15578
2898,51065,26092
2899,51067,56358
2900,51069,82377
2901,51071,16815
2902,51073,37141
2903,51075,21936
2904,51077,15093
2905,51079,19031
2906,51081,11681
2907,51083,35200
2908,51085,101918
2909,51087,321924
2910,51089,52081
2911,51091,2248
2912,51093,36007
2913,51095,72583
2914,51097,7175
2915,51099,25371
2916,51101,16186
2917,51103,11044
2918,51105,24951
2919,51107,363050
2920,51109,34348
2921,51111,12466
2922,51113,13157
2923,51115,8836
2924,51117,31192
2925,51119,10696
2926,51121,97244
2927,51125,14850
2928,51127,20021
2929,51131,12121
2930,51133,12251
2931,51135,15579
2932,51137,35026
2933,51139,23848
2934,51141,18264
2935,51143,62383
2936,51145,28449
2937,51147,23074
2938,51149,37333
2939,51153,446094
2940,51155,34322
2941,51157,7361
2942,51159,8902
2943,51161,93785
2944,51163,22327
2945,51165,78171
2946,51167,28023
2947,51169,22384
2948,51171,43021
2949,51173,31555
2950,51175,18059
2951,51177,129188
2952,51179,139992
2953,51181,6790
2954,51183,11767
2955,51185,43452
2956,51187,38987
2957,51191,54729
2958,51193,17477
2959,51195,39935
2960,51197,29121
2961,51199,66342
2962,51510,150575
2963,51520,17184
2964,51530,6603
2965,51540,45593
2966,51550,233371
2967,51570,17731
2968,51580,5802
2969,51590,42444
2970,51595,5462
2971,51600,24483
2972,51610,13601
2973,51620,8526
2974,51630,28350
2975,51640,7014
2976,51650,136879
2977,51660,52478
2978,51670,22196
2979,51678,7311
2980,51680,79047
2981,51683,42081
2982,51685,15174
2983,51690,13711
2984,51700,182965
2985,51710,245428
2986,51720,4031
2987,51730,32701
2988,51735,12048
2989,51740,96004
2990,51750,17646
2991,51760,217853
2992,51770,99428
2993,51775,25483
2994,51790,24538
2995,51800,86806
2996,51810,450980
2997,51820,21366
2998,51830,14691
2999,51840,27543
3001,53001,19179
3002,53003,22189
3003,53005,186486
3004,53007,74588
3005,53009,72715
3006,53011,451008
3007,53013,3985
3008,53015,102133
3009,53017,39804
3010,53019,7667
3011,53021,87809
3012,53023,2215
3013,53025,93147
3014,53027,70818
3015,53029,79275
3016,53031,30228
3017,53033,2079967
3018,53035,254183
3019,53037,42522
3020,53039,20861
3021,53041,75128
3022,53043,10250
3023,53045,60711
3024,53047,41290
3025,53049,20561
3026,53051,12985
3027,53053,831928
3028,53055,16015
3029,53057,120365
3030,53059,11340
3031,53061,759583
3032,53063,484318
3033,53065,43650
3034,53067,265851
3035,53069,4067
3036,53071,59844
3037,53073,208351
3038,53075,46827
3039,53077,247687
3041,54001,16766
3042,54003,110497
3043,54005,23714
3044,54007,14463
3045,54009,23530
3046,54011,97109
3047,54013,7513
3048,54015,8941
3049,54017,8391
3050,54019,45132
3051,54021,8618
3052,54023,11687
3053,54025,35450
3054,54027,23483
3055,54029,30112
3056,54031,13923
3057,54033,68761
3058,54035,29126
3059,54037,55713
3060,54039,190223
3061,54041,16414
3062,54043,21561
3063,54045,35348
3064,54047,20448
3065,54049,56803
3066,54051,32416
3067,54053,27016
3068,54055,61785
3069,54057,27578
3070,54059,25716
3071,54061,103463
3072,54063,13582
3073,54065,17453
3074,54067,25827
3075,54069,43328
3076,54071,7371
3077,54073,7634
3078,54075,8662
3079,54077,33788
3080,54079,56770
3081,54081,78241
3082,54083,29429
3083,54085,10011
3084,54087,14664
3085,54089,13417
3086,54091,17069
3087,54093,6927
3088,54095,9098
3089,54097,24731
3090,54099,41122
3091,54101,8834
3092,54103,15988
3093,54105,5845
3094,54107,86237
3095,54109,22598
3097,55001,20215
3098,55003,16103
3099,55005,45455
3100,55007,14985
3101,55009,256670
3102,55011,13188
3103,55013,15328
3104,55015,49491
3105,55017,63460
3106,55019,34423
3107,55021,56615
3108,55023,16392
3109,55025,516284
3110,55027,88574
3111,55029,27766
3112,55031,43698
3113,55033,44305
3114,55035,101564
3115,55037,4481
3116,55039,101759
3117,55041,9127
3118,55043,51829
3119,55045,37063
3120,55047,18836
3121,55049,23825
3122,55051,5917
3123,55053,20652
3124,55055,84395
3125,55057,26395
3126,55059,168068
3127,55061,20444
3128,55063,118011
3129,55065,16853
3130,55067,19410
3131,55069,28493
3132,55071,80160
3133,55073,135780
3134,55075,41298
3135,55077,15050
3136,55078,4522
3137,55079,956406
3138,55081,45379
3139,55083,37417
3140,55085,35563
3141,55087,182006
3142,55089,87470
3143,55091,7335
3144,55093,40958
3145,55095,43437
3146,55097,70482
3147,55099,13675
3148,55101,195163
3149,55103,17662
3150,55105,161188
3151,55107,14333
3152,55109,86759
3153,55111,63379
3154,55113,16437
3155,55115,41579
3156,55117,115290
3157,55119,20540
3158,55121,29509
3159,55123,30362
3160,55125,21398
3161,55127,103527
3162,55129,15694
3163,55131,133251
3164,55133,395118
3165,55135,52066
3166,55137,24178
3167,55139,169511
3168,55141,73608
3170,56001,37811
3171,56003,11930
3172,56005,48320
3173,56007,15854
3174,56009,14097
3175,56011,7248
3176,56013,40703
3177,56015,13514
3178,56017,4816
3179,56019,8573
3180,56021,96389
3181,56023,18567
3182,56025,81624
3183,56027,2463
3184,56029,28989
3185,56031,8799
3186,56033,30032
3187,56035,10057
3188,56037,45010
3189,56039,22930
3190,56041,20904
3191,56043,8322
3192,56045,7201
